LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LLIUNIOZAM,40.0,40882.0,29290.0,807.0,71.0,4.0,21.79,60.0,0.21,High School,Self-employed,Married,Yes,Yes,Business,No,0.0
R2WPPD4RBH,20.0,35819.0,157853.0,413.0,63.0,4.0,20.25,12.0,0.33,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0.0
XQP9SSAAUH,65.0,142532.0,99702.0,723.0,48.0,3.0,10.17,24.0,0.17,PhD,Unemployed,Single,Yes,No,Business,No,0.0
9VGL6FGK2N,48.0,68006.0,233007.0,760.0,60.0,3.0,23.99,24.0,0.15,High School,Self-employed,Married,No,No,Education,Yes,1.0
WFUH4XLHSI,25.0,63657.0,36927.0,661.0,114.0,1.0,11.72,60.0,0.81,High School,Self-employed,Single,Yes,No,Business,No,0.0
23PMH0MFWN,65.0,53517.0,207739.0,641.0,22.0,3.0,15.96,24.0,0.34,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0.0
C88POLMJRG,49.0,86805.0,94376.0,703.0,62.0,3.0,20.08,12.0,0.15,High School,Unemployed,Divorced,No,No,Business,No,0.0
OBRV2PFTX1,19.0,63864.0,235805.0,339.0,23.0,4.0,22.35,12.0,0.59,Bachelor's,Unemployed,Married,No,No,Business,Yes,0.0
MQST44PGKQ,29.0,31582.0,129451.0,697.0,24.0,1.0,3.02,24.0,0.73,Master's,Part-time,Single,No,No,Auto,No,1.0
THBPLH8ETV,26.0,33006.0,224386.0,673.0,100.0,3.0,5.37,48.0,0.29,PhD,Part-time,Single,No,Yes,Other,No,1.0
HVU9HYO8DZ,51.0,78900.0,146174.0,778.0,93.0,2.0,9.67,48.0,0.4,Bachelor's,Self-employed,Single,No,Yes,Education,No,0.0
ODEG2JGWQA,54.0,129368.0,181406.0,378.0,40.0,1.0,24.27,48.0,0.11,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1.0
WF5B7UF227,19.0,136203.0,210471.0,761.0,51.0,4.0,12.8,36.0,0.45,Master's,Part-time,Married,Yes,Yes,Business,Yes,0.0
IODCQ0G5X8,67.0,55875.0,231661.0,589.0,88.0,4.0,15.56,36.0,0.88,High School,Full-time,Divorced,No,No,Business,No,0.0
C403KH18E9,53.0,131236.0,202726.0,411.0,40.0,4.0,8.37,60.0,0.18,High School,Unemployed,Married,No,Yes,Other,Yes,0.0
HV9L9VDKDR,54.0,99089.0,105986.0,608.0,59.0,3.0,12.81,36.0,0.79,Bachelor's,Full-time,Married,Yes,No,Business,No,1.0
PP0HPA217U,25.0,74717.0,141810.0,542.0,95.0,4.0,11.02,24.0,0.8,PhD,Unemployed,Single,Yes,Yes,Home,No,0.0
UZMO94DR8E,19.0,116762.0,173552.0,303.0,104.0,4.0,5.19,12.0,0.24,Master's,Self-employed,Divorced,Yes,No,Education,Yes,0.0
WKQ4KCIUDF,30.0,62112.0,56503.0,325.0,99.0,1.0,15.03,48.0,0.2,PhD,Full-time,Married,No,Yes,Other,Yes,1.0
CSF5ATZ3DN,24.0,63934.0,226181.0,528.0,3.0,3.0,22.63,48.0,0.78,High School,Part-time,Married,Yes,No,Auto,Yes,1.0
ZE7CWGSZW4,47.0,76410.0,207565.0,356.0,26.0,1.0,8.32,48.0,0.79,Bachelor's,Full-time,Married,No,No,Auto,Yes,0.0
A0B52P1QTK,40.0,54803.0,130392.0,403.0,76.0,1.0,10.31,60.0,0.3,PhD,Full-time,Married,Yes,Yes,Home,Yes,0.0
XNO6C6XTTP,56.0,137138.0,179405.0,845.0,4.0,2.0,10.94,60.0,0.12,High School,Part-time,Single,Yes,No,Business,No,1.0
F5AA10RGH8,21.0,21701.0,229769.0,366.0,5.0,4.0,18.36,48.0,0.76,High School,Part-time,Married,No,Yes,Education,No,1.0
V65B59WNP3,65.0,17116.0,181982.0,337.0,62.0,1.0,12.45,36.0,0.22,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1.0
KGZVXOACEW,61.0,59614.0,125512.0,682.0,57.0,3.0,8.93,12.0,0.6,Bachelor's,Self-employed,Single,No,No,Education,Yes,0.0
G1REDGL1QR,56.0,120223.0,232090.0,781.0,75.0,2.0,5.39,24.0,0.48,Master's,Part-time,Divorced,No,Yes,Home,Yes,0.0
VRBBOKLMHR,52.0,62924.0,238986.0,818.0,9.0,1.0,2.34,12.0,0.78,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,0.0
VDHJFUQIGF,18.0,78534.0,15792.0,812.0,55.0,1.0,17.46,48.0,0.48,Bachelor's,Self-employed,Single,Yes,No,Home,No,0.0
XS263OE4KM,18.0,41043.0,201951.0,839.0,20.0,2.0,11.67,24.0,0.78,PhD,Full-time,Divorced,No,Yes,Education,No,1.0
50TXFBHT66,38.0,149391.0,158984.0,328.0,31.0,4.0,2.48,36.0,0.46,PhD,Full-time,Divorced,No,Yes,Business,No,1.0
DLOQDNQSG4,52.0,106124.0,36444.0,630.0,112.0,2.0,11.28,24.0,0.61,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0.0
291KQEBA0Z,67.0,133189.0,186481.0,845.0,44.0,3.0,5.63,24.0,0.57,High School,Self-employed,Married,No,Yes,Education,Yes,0.0
3BYGX6QZUO,61.0,39692.0,73534.0,568.0,49.0,4.0,7.41,36.0,0.9,PhD,Unemployed,Single,Yes,Yes,Education,No,0.0
FBV8SZHET5,20.0,17616.0,218707.0,705.0,87.0,3.0,2.42,36.0,0.51,PhD,Self-employed,Married,No,No,Home,No,1.0
SZBH6UV2W6,54.0,36126.0,198962.0,464.0,63.0,1.0,8.14,60.0,0.64,PhD,Part-time,Married,Yes,No,Auto,Yes,0.0
SJUQW3N3QB,39.0,82658.0,245995.0,558.0,4.0,1.0,19.46,60.0,0.48,PhD,Self-employed,Single,No,No,Education,Yes,0.0
Z4T4VBLV9R,65.0,60410.0,33827.0,415.0,49.0,1.0,20.8,48.0,0.52,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0.0
UN6ZQ6AKZF,21.0,64950.0,111790.0,445.0,64.0,3.0,22.72,24.0,0.48,Bachelor's,Unemployed,Single,Yes,No,Auto,No,1.0
Y0QT3LY9K2,62.0,21052.0,213409.0,326.0,80.0,2.0,12.7,60.0,0.22,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,0.0
89Y4PMM3CM,48.0,36652.0,197697.0,734.0,23.0,3.0,9.05,24.0,0.34,Bachelor's,Part-time,Single,No,No,Home,Yes,1.0
JHUEG5TMQT,45.0,21588.0,7346.0,613.0,78.0,2.0,2.25,36.0,0.45,High School,Part-time,Married,No,No,Business,Yes,0.0
8YDHUAHMMD,32.0,18040.0,97065.0,764.0,93.0,3.0,11.72,36.0,0.32,PhD,Unemployed,Single,No,Yes,Home,Yes,1.0
5V9UFJ8VSP,28.0,43849.0,97974.0,669.0,109.0,1.0,21.42,48.0,0.53,High School,Unemployed,Married,Yes,Yes,Business,Yes,1.0
9TTFRVJE2J,32.0,97137.0,159189.0,507.0,92.0,4.0,20.31,60.0,0.77,PhD,Unemployed,Married,No,Yes,Business,No,0.0
ERZ4YAWYKV,49.0,82852.0,191801.0,591.0,30.0,1.0,21.41,60.0,0.17,PhD,Unemployed,Divorced,No,No,Auto,No,0.0
O2XMA904P9,32.0,122749.0,174580.0,675.0,76.0,2.0,9.39,24.0,0.55,PhD,Full-time,Single,Yes,No,Business,No,1.0
6I2509K9A5,47.0,44370.0,223217.0,680.0,76.0,4.0,22.35,12.0,0.85,Bachelor's,Self-employed,Married,No,No,Other,No,1.0
H8XJBH76VH,44.0,75206.0,90871.0,493.0,89.0,3.0,11.06,12.0,0.54,Bachelor's,Part-time,Married,No,Yes,Other,Yes,0.0
5QQU4MWEGD,29.0,78209.0,114870.0,696.0,55.0,2.0,19.57,36.0,0.44,High School,Part-time,Single,Yes,Yes,Education,Yes,0.0
APEQH1E0V7,53.0,144162.0,12324.0,644.0,63.0,1.0,18.21,24.0,0.65,High School,Part-time,Divorced,No,No,Auto,No,1.0
M001DE6V6C,62.0,83381.0,163316.0,732.0,33.0,1.0,14.2,36.0,0.74,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0.0
6C6PFZQ0I6,41.0,66461.0,207087.0,393.0,65.0,1.0,5.46,36.0,0.74,Bachelor's,Full-time,Single,Yes,No,Other,No,0.0
3FMOCFHHK2,25.0,59440.0,221575.0,403.0,20.0,3.0,22.48,24.0,0.43,PhD,Unemployed,Single,No,No,Auto,No,1.0
XLXMRBMSWR,51.0,35078.0,110778.0,366.0,67.0,1.0,22.29,24.0,0.24,PhD,Part-time,Divorced,No,No,Auto,No,0.0
0M297KG518,56.0,92840.0,25079.0,783.0,106.0,1.0,15.18,36.0,0.83,High School,Part-time,Single,Yes,No,Other,No,0.0
1UOYG1DBDP,58.0,137511.0,183476.0,381.0,71.0,1.0,10.17,48.0,0.22,PhD,Unemployed,Married,No,Yes,Home,No,1.0
1YI6RPEWON,29.0,50604.0,177128.0,487.0,115.0,3.0,15.58,24.0,0.77,High School,Unemployed,Single,No,No,Other,No,1.0
ISXNARKHTC,29.0,88232.0,161512.0,521.0,50.0,1.0,16.47,60.0,0.13,PhD,Part-time,Divorced,No,No,Home,Yes,0.0
PJZVDM1K1R,43.0,17561.0,148573.0,422.0,68.0,3.0,8.35,48.0,0.3,PhD,Unemployed,Married,No,No,Home,Yes,0.0
NDQEXQD5KP,49.0,62818.0,81711.0,513.0,67.0,3.0,7.16,48.0,0.34,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0.0
G3D4N7WMSE,30.0,17486.0,173554.0,304.0,87.0,1.0,21.91,12.0,0.51,Bachelor's,Part-time,Divorced,Yes,Yes,Other,No,1.0
WBDMNRBEY7,56.0,53289.0,20771.0,395.0,91.0,1.0,18.4,48.0,0.25,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,0.0
NRNJTXQ1DT,57.0,21306.0,117298.0,542.0,53.0,4.0,13.15,36.0,0.35,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0.0
3API5LQP0E,64.0,36267.0,186950.0,592.0,36.0,1.0,16.51,60.0,0.41,Master's,Unemployed,Single,No,Yes,Other,No,0.0
AGV1WCSMBS,58.0,80188.0,173357.0,432.0,64.0,3.0,8.02,48.0,0.45,Master's,Part-time,Divorced,Yes,Yes,Other,No,0.0
JXNCGOCPC0,33.0,134477.0,185373.0,557.0,55.0,1.0,9.26,60.0,0.17,High School,Full-time,Divorced,Yes,No,Business,Yes,1.0
ZE1SSEHD0J,40.0,143614.0,125454.0,480.0,46.0,2.0,21.0,36.0,0.81,PhD,Unemployed,Divorced,Yes,No,Auto,No,1.0
JQ1USYSXJX,18.0,34226.0,174383.0,599.0,80.0,2.0,5.5,12.0,0.15,PhD,Full-time,Married,Yes,No,Auto,Yes,0.0
TRY216FHFQ,32.0,111717.0,207566.0,548.0,105.0,4.0,10.25,36.0,0.14,Bachelor's,Full-time,Divorced,No,No,Other,Yes,0.0
12RSI0EOW0,33.0,59695.0,173141.0,542.0,34.0,3.0,11.8,48.0,0.67,PhD,Unemployed,Divorced,No,No,Other,Yes,1.0
Q5STPNC3D4,25.0,110505.0,32502.0,789.0,59.0,3.0,7.63,60.0,0.28,PhD,Unemployed,Divorced,No,No,Business,No,1.0
687UTU26X9,19.0,45575.0,228611.0,637.0,42.0,4.0,18.08,36.0,0.9,Master's,Part-time,Married,Yes,Yes,Other,No,0.0
KOGG1OBSKQ,55.0,58755.0,204176.0,705.0,119.0,1.0,22.35,24.0,0.16,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,1.0
8FUAES8VIL,18.0,80212.0,245128.0,505.0,4.0,3.0,15.78,24.0,0.22,PhD,Part-time,Divorced,No,Yes,Auto,Yes,1.0
IXAE2344QV,55.0,147478.0,227986.0,682.0,5.0,4.0,4.77,48.0,0.42,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,0.0
R2EEWULU1W,37.0,31903.0,89221.0,759.0,17.0,4.0,19.81,36.0,0.71,Master's,Part-time,Married,No,Yes,Other,Yes,1.0
C9W8Z2PAQQ,19.0,69976.0,71260.0,345.0,0.0,2.0,23.49,60.0,0.83,High School,Part-time,Married,No,No,Auto,No,1.0
YHYFTYNKX2,19.0,28920.0,223839.0,508.0,11.0,1.0,12.68,36.0,0.76,High School,Unemployed,Married,No,No,Home,No,1.0
G3SXLXM8R9,63.0,87757.0,29362.0,306.0,32.0,1.0,12.16,12.0,0.8,Master's,Self-employed,Married,No,No,Other,No,0.0
4QQ4L9Q18H,50.0,83305.0,180780.0,808.0,116.0,4.0,9.28,24.0,0.16,PhD,Unemployed,Single,Yes,Yes,Auto,No,0.0
GOJM5Z0CWH,51.0,122804.0,162325.0,476.0,29.0,2.0,15.01,48.0,0.57,Bachelor's,Full-time,Single,No,No,Business,Yes,1.0
4PL4OVA1B4,56.0,41399.0,77000.0,769.0,47.0,2.0,12.51,12.0,0.89,High School,Self-employed,Single,No,Yes,Auto,No,1.0
B4MSSOU5OL,25.0,99868.0,143950.0,792.0,81.0,2.0,18.64,36.0,0.27,PhD,Unemployed,Single,Yes,No,Home,Yes,0.0
2BSN6UID9Y,65.0,108909.0,104478.0,814.0,91.0,3.0,11.85,36.0,0.73,Master's,Part-time,Divorced,No,Yes,Home,Yes,0.0
I4KW32OTYS,56.0,131207.0,239415.0,688.0,18.0,3.0,5.89,48.0,0.35,Master's,Full-time,Divorced,No,Yes,Other,No,0.0
GQL27Y3Q3H,58.0,118579.0,5079.0,380.0,62.0,3.0,17.73,12.0,0.2,High School,Unemployed,Single,Yes,No,Other,Yes,0.0
MLO4ABMK3V,50.0,53586.0,156611.0,464.0,83.0,1.0,18.78,12.0,0.72,Master's,Full-time,Divorced,Yes,No,Education,Yes,0.0
1JXOM4DEKX,43.0,89079.0,186859.0,585.0,107.0,2.0,17.15,24.0,0.69,High School,Self-employed,Divorced,No,Yes,Other,No,0.0
DQ719QTXLY,62.0,143283.0,169983.0,661.0,105.0,2.0,2.07,60.0,0.63,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,0.0
74MLES8UZC,18.0,100440.0,93335.0,594.0,39.0,2.0,21.72,48.0,0.21,High School,Full-time,Divorced,No,No,Other,No,0.0
Q3CV2KEY1P,58.0,28102.0,185531.0,590.0,36.0,1.0,24.92,12.0,0.85,PhD,Unemployed,Married,Yes,Yes,Auto,No,1.0
ERENLFL0BL,68.0,71273.0,249818.0,448.0,111.0,4.0,8.84,60.0,0.82,Master's,Part-time,Single,Yes,No,Home,Yes,0.0
BGS5Z0Q2NG,23.0,63566.0,207819.0,599.0,69.0,1.0,17.42,24.0,0.67,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,0.0
4C4MJD01MZ,48.0,123780.0,24839.0,834.0,84.0,1.0,6.97,12.0,0.64,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,0.0
5NJJ61QY37,59.0,30283.0,142174.0,388.0,83.0,1.0,16.69,12.0,0.29,High School,Full-time,Single,No,No,Education,No,1.0
D9RBKDS15R,65.0,80310.0,165914.0,507.0,50.0,4.0,17.57,48.0,0.15,Master's,Unemployed,Single,No,No,Education,No,0.0
V6NLTC18J1,65.0,125986.0,151392.0,567.0,69.0,2.0,18.78,36.0,0.27,Master's,Self-employed,Divorced,No,Yes,Education,No,0.0
960NFHZSUR,35.0,20086.0,240335.0,616.0,50.0,3.0,7.88,24.0,0.58,PhD,Self-employed,Married,No,Yes,Other,No,1.0
JR2NB6804J,26.0,103451.0,170058.0,832.0,115.0,1.0,24.45,48.0,0.4,Master's,Unemployed,Married,No,Yes,Business,No,0.0
E68GSGNC7B,44.0,39556.0,179876.0,747.0,101.0,1.0,17.33,60.0,0.62,Master's,Full-time,Single,Yes,Yes,Auto,No,0.0
2W7I4GC7P7,64.0,28735.0,11127.0,558.0,67.0,2.0,17.98,12.0,0.15,PhD,Self-employed,Married,No,No,Education,Yes,0.0
UNNHJ4M57X,32.0,35673.0,97001.0,783.0,76.0,2.0,14.72,48.0,0.43,PhD,Full-time,Married,No,Yes,Other,Yes,0.0
TXM976X3SW,19.0,49823.0,49325.0,598.0,23.0,2.0,11.14,60.0,0.11,PhD,Self-employed,Divorced,No,No,Education,Yes,0.0
MXK5M00LZQ,37.0,130361.0,5980.0,730.0,5.0,1.0,3.25,48.0,0.4,Master's,Part-time,Divorced,No,Yes,Business,No,1.0
9F821B8MEL,37.0,15762.0,224571.0,395.0,66.0,2.0,8.72,24.0,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,1.0
BRTKLWLS89,36.0,60436.0,210421.0,350.0,39.0,1.0,18.43,48.0,0.78,High School,Unemployed,Single,Yes,No,Home,No,1.0
XB0XCDDLMG,52.0,93466.0,79979.0,625.0,22.0,1.0,23.61,36.0,0.51,Bachelor's,Full-time,Single,No,No,Auto,Yes,0.0
EHT06JQA5K,21.0,144332.0,156189.0,585.0,82.0,3.0,20.06,48.0,0.5,Master's,Unemployed,Divorced,Yes,No,Other,No,1.0
PZ0YLPAY4O,44.0,149243.0,7750.0,409.0,56.0,4.0,20.27,60.0,0.55,Master's,Full-time,Divorced,Yes,No,Education,Yes,0.0
84VKVV0AZV,23.0,42193.0,43134.0,602.0,71.0,3.0,5.39,36.0,0.34,Master's,Self-employed,Single,No,No,Home,No,0.0
TTUYPI1ES4,28.0,88813.0,159672.0,382.0,115.0,3.0,3.26,24.0,0.44,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0.0
1TGZSNXQKJ,34.0,93186.0,216773.0,769.0,60.0,2.0,8.87,12.0,0.81,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0.0
I1VRO8MO4R,39.0,111424.0,195766.0,425.0,75.0,1.0,5.43,60.0,0.35,PhD,Part-time,Married,Yes,No,Other,No,0.0
IDL0IGIK0Y,47.0,63472.0,73382.0,635.0,91.0,1.0,15.08,12.0,0.48,High School,Unemployed,Single,Yes,No,Other,Yes,0.0
EGGVG1IBZ8,37.0,37795.0,238849.0,630.0,105.0,1.0,16.79,60.0,0.89,PhD,Self-employed,Married,Yes,Yes,Education,Yes,1.0
TNH2VI7HM5,19.0,17594.0,181231.0,709.0,59.0,1.0,13.1,24.0,0.64,Bachelor's,Part-time,Divorced,No,No,Auto,No,1.0
J8LBBNIQ18,56.0,145838.0,160344.0,535.0,72.0,2.0,9.85,36.0,0.66,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0.0
BKQNAR6FC1,61.0,51123.0,194506.0,386.0,84.0,4.0,22.14,48.0,0.14,PhD,Unemployed,Single,Yes,Yes,Auto,No,0.0
EADZIYRCAL,19.0,68916.0,226918.0,588.0,70.0,4.0,3.1,24.0,0.75,High School,Part-time,Married,No,No,Auto,No,1.0
LLH6IRYI9H,46.0,15464.0,11128.0,751.0,78.0,2.0,20.74,36.0,0.29,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,1.0
L6DD222K32,37.0,21569.0,229883.0,527.0,26.0,1.0,10.09,24.0,0.48,High School,Part-time,Single,No,No,Education,Yes,1.0
5U0TJBJV2N,22.0,132372.0,80440.0,588.0,11.0,3.0,3.5,24.0,0.18,Master's,Part-time,Divorced,No,Yes,Other,Yes,1.0
U04K5UNI2P,35.0,114822.0,59798.0,630.0,65.0,1.0,9.36,48.0,0.76,High School,Part-time,Single,Yes,No,Other,No,0.0
992VWF3YKR,36.0,21457.0,221275.0,309.0,76.0,1.0,22.08,36.0,0.5,High School,Part-time,Divorced,Yes,No,Education,Yes,1.0
OH3ZNN7C0I,25.0,143316.0,110435.0,572.0,83.0,4.0,19.08,60.0,0.79,Master's,Unemployed,Divorced,No,No,Business,Yes,1.0
ML0ZV35TA7,54.0,27080.0,168885.0,435.0,24.0,4.0,4.53,24.0,0.37,PhD,Unemployed,Married,Yes,Yes,Business,Yes,1.0
EL27V1FEYB,46.0,112305.0,35423.0,820.0,10.0,4.0,17.69,24.0,0.29,Master's,Self-employed,Married,Yes,No,Auto,No,0.0
8XIOOM7CTQ,22.0,118597.0,177928.0,302.0,51.0,3.0,8.68,48.0,0.69,High School,Unemployed,Married,No,No,Home,Yes,0.0
CJOX84ABWO,21.0,120347.0,180565.0,588.0,64.0,3.0,15.71,48.0,0.32,High School,Full-time,Single,No,Yes,Education,No,1.0
PF91IYI2WM,20.0,81617.0,233187.0,434.0,2.0,3.0,3.86,48.0,0.24,Master's,Part-time,Single,No,No,Auto,No,0.0
3BL8Z878XB,50.0,93869.0,176732.0,772.0,54.0,1.0,21.33,24.0,0.75,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0.0
GBESNBA6NT,54.0,129656.0,87038.0,348.0,97.0,4.0,15.43,12.0,0.58,High School,Unemployed,Married,Yes,Yes,Business,No,0.0
JT8THF6H3W,36.0,95408.0,98996.0,800.0,119.0,4.0,6.72,24.0,0.79,PhD,Unemployed,Divorced,No,No,Auto,No,0.0
ISM0HYXAQF,48.0,100840.0,63706.0,425.0,90.0,2.0,7.97,60.0,0.69,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0.0
PMYI3V0R7G,18.0,88233.0,196765.0,652.0,8.0,3.0,10.15,24.0,0.8,High School,Part-time,Single,No,Yes,Other,Yes,0.0
T9Z72XF775,40.0,130655.0,190220.0,497.0,68.0,3.0,11.26,24.0,0.22,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1.0
BOYXHN95S5,29.0,146804.0,205295.0,617.0,38.0,4.0,8.3,36.0,0.58,PhD,Self-employed,Married,No,No,Education,No,1.0
3ZVZMUXJS1,28.0,64961.0,59721.0,386.0,104.0,3.0,8.98,36.0,0.38,High School,Full-time,Married,No,No,Home,No,0.0
B5B6NB5EB6,30.0,93331.0,197457.0,808.0,66.0,2.0,15.19,36.0,0.26,High School,Unemployed,Married,No,Yes,Home,No,0.0
NSL2IS2Z29,55.0,104933.0,124146.0,796.0,14.0,1.0,3.1,48.0,0.7,High School,Full-time,Married,No,Yes,Other,Yes,0.0
P6L5OHOJAI,26.0,36648.0,184042.0,612.0,109.0,3.0,8.19,48.0,0.87,Master's,Part-time,Married,No,No,Education,Yes,0.0
ODJZTXYOW3,56.0,25575.0,19814.0,532.0,9.0,3.0,8.05,60.0,0.62,Master's,Self-employed,Married,Yes,Yes,Education,No,1.0
5HG90920CL,61.0,72993.0,114511.0,365.0,42.0,4.0,10.2,24.0,0.7,High School,Full-time,Single,No,Yes,Other,Yes,0.0
IPYMXH6ETA,40.0,134659.0,120233.0,520.0,7.0,1.0,14.84,12.0,0.49,Master's,Part-time,Divorced,No,Yes,Other,No,1.0
ZHGLOEYDBE,48.0,34872.0,135840.0,614.0,54.0,2.0,22.66,48.0,0.51,High School,Part-time,Married,Yes,Yes,Auto,Yes,1.0
OB0A56YI8I,46.0,67009.0,58118.0,762.0,8.0,2.0,18.18,36.0,0.62,Master's,Full-time,Single,No,Yes,Education,No,0.0
KK9SSIDWXR,48.0,70204.0,73192.0,334.0,112.0,1.0,19.76,12.0,0.81,PhD,Full-time,Divorced,Yes,Yes,Auto,No,0.0
E2MSM0OF1K,31.0,50193.0,49397.0,807.0,46.0,4.0,24.88,36.0,0.83,PhD,Part-time,Married,No,Yes,Education,Yes,1.0
JAFBA8XSE4,47.0,119486.0,209945.0,571.0,95.0,3.0,12.71,24.0,0.36,PhD,Unemployed,Single,Yes,Yes,Business,No,0.0
BGY9RAIS4C,46.0,51038.0,241424.0,675.0,14.0,4.0,20.19,48.0,0.34,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,0.0
IU2P5WIQ4L,61.0,95688.0,84019.0,326.0,73.0,4.0,23.12,36.0,0.83,Bachelor's,Full-time,Married,No,No,Other,No,0.0
84IMRETU3J,29.0,62999.0,73006.0,397.0,83.0,3.0,22.24,24.0,0.46,High School,Full-time,Divorced,Yes,No,Education,Yes,0.0
DXV5CN8DNM,30.0,108347.0,230866.0,815.0,65.0,4.0,18.02,12.0,0.74,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,0.0
6RUVFWUZ6Q,66.0,83531.0,138916.0,796.0,91.0,1.0,19.93,48.0,0.1,High School,Self-employed,Divorced,Yes,No,Other,Yes,0.0
2UAMFXZ0FM,24.0,137774.0,185242.0,477.0,106.0,2.0,4.91,36.0,0.27,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,0.0
6TYOJ93E2E,25.0,139298.0,214296.0,831.0,35.0,1.0,8.11,48.0,0.48,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,1.0
JF3JXDKPPT,27.0,112365.0,136332.0,352.0,114.0,3.0,18.06,48.0,0.41,Master's,Part-time,Single,No,No,Business,Yes,1.0
4M4EYV7Z9J,52.0,144571.0,51014.0,431.0,3.0,2.0,4.04,48.0,0.52,PhD,Part-time,Married,Yes,No,Auto,Yes,1.0
OWFUBPG49W,35.0,15632.0,112542.0,332.0,101.0,2.0,20.19,36.0,0.4,Bachelor's,Unemployed,Divorced,No,No,Auto,Yes,1.0
CSOW778M3X,27.0,111987.0,231366.0,320.0,29.0,3.0,20.54,60.0,0.64,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0.0
HCZQVWKUX8,33.0,33748.0,52180.0,841.0,113.0,2.0,7.23,24.0,0.67,High School,Unemployed,Single,Yes,No,Other,No,0.0
M68DLYY2TP,27.0,100599.0,104957.0,577.0,115.0,3.0,20.52,12.0,0.24,Master's,Part-time,Married,Yes,No,Other,Yes,0.0
M2PFPHB93J,19.0,41128.0,113544.0,585.0,21.0,1.0,20.36,48.0,0.16,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0.0
3BO7OO7VRW,62.0,34035.0,108234.0,705.0,5.0,2.0,3.59,36.0,0.39,High School,Self-employed,Single,Yes,No,Business,Yes,1.0
1VNSPM7N46,68.0,63567.0,162675.0,699.0,7.0,3.0,3.22,24.0,0.39,High School,Full-time,Married,No,Yes,Education,Yes,0.0
1XD5KR1EO8,61.0,20949.0,13848.0,470.0,47.0,2.0,14.98,24.0,0.47,High School,Unemployed,Single,Yes,No,Home,Yes,0.0
0AYJSKYTRO,53.0,83573.0,190688.0,436.0,72.0,3.0,15.19,24.0,0.32,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,0.0
1TMLYC00MN,23.0,114995.0,41698.0,587.0,110.0,3.0,11.47,24.0,0.22,Master's,Full-time,Married,Yes,Yes,Business,No,0.0
GSBRR4K66A,57.0,48798.0,166681.0,548.0,85.0,1.0,20.24,60.0,0.14,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0.0
8WIGL09F5X,25.0,113565.0,215564.0,678.0,83.0,4.0,4.04,60.0,0.63,PhD,Self-employed,Divorced,Yes,No,Business,No,0.0
4IO2KHAHFX,49.0,101526.0,194937.0,760.0,118.0,2.0,21.95,60.0,0.48,Bachelor's,Unemployed,Married,No,No,Education,No,0.0
ZNPNJLQ2SV,35.0,132039.0,187388.0,501.0,5.0,3.0,15.88,60.0,0.4,Master's,Part-time,Divorced,Yes,No,Auto,No,0.0
634WX6GZ9L,47.0,45258.0,108071.0,795.0,92.0,3.0,18.87,60.0,0.62,PhD,Part-time,Married,Yes,No,Education,No,0.0
R4IX4E4PHV,62.0,51604.0,233541.0,523.0,56.0,1.0,8.89,36.0,0.57,Master's,Unemployed,Married,Yes,Yes,Education,No,0.0
J80XBFVB2Y,52.0,147266.0,22712.0,831.0,115.0,2.0,13.26,24.0,0.32,High School,Unemployed,Divorced,No,No,Business,No,0.0
NFJS1G5PP4,20.0,107250.0,167811.0,381.0,106.0,2.0,13.17,24.0,0.54,PhD,Self-employed,Single,No,Yes,Auto,Yes,1.0
